,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,images
5548,5548,5548,5548,F. Gary Gray,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Comedy Science Fiction,men in black: international,6.0,https://m.media-amazon.com/images/M/MV5BMDZkODI2ZGItYTY5Yi00MTA4LWExY2ItM2ZmNjczYjM0NDg1XkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg
5549,5549,5549,5549,Jim Jarmusch,Bill Murray,Adam Driver,Tilda Swinton,Comedy Horror Fantasy,the dead don't die,5.5,https://m.media-amazon.com/images/M/MV5BZWQxZDIzNzUtZGE3MS00MGU3LTk5NjMtZGFjMDljNDlmMWE1XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
5550,5550,5550,5550,Kyle Newacheck,Adam Sandler,Jennifer Aniston,Luke Evans,Comedy Crime Mystery Action,murder mystery,6.3,https://m.media-amazon.com/images/M/MV5BNTA2YTI5YjUtZWI4Zi00NWQ5LWFiYmEtOTBmNTUyNDAwNjllXkEyXkFqcGdeQXVyNjIzNzM4NzA@.jpg
5551,5551,5551,5551,"Jeff Chan, Andrew Rhymer",Maya Erskine,Jack Quaid,Beck Bennett,Romance Comedy Drama,plus one,7.2,https://m.media-amazon.com/images/M/MV5BMGMxYjU3NGEtNjM4ZC00YjcyLThjNjktZjM1MWRlZGI3MmZlXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg
5552,5552,5552,5552,Miranda Bailey,Jim Gaffigan,Logan Miller,Samantha Mathis,Comedy,being frank,7.3,https://m.media-amazon.com/images/M/MV5BMDFjNTVmZTctYmUwYi00N2VkLTg3ZDQtMTc2MGNjOTQ2OWY1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5553,5553,5553,5553,Josh Cooley,Tom Hanks,Tim Allen,Annie Potts,Adventure Animation Comedy Family Fantasy Drama,toy story 4,7.6,https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@.jpg
5554,5554,5554,5554,Luc Besson,Sasha Luss,Helen Mirren,Luke Evans,Thriller Action,anna,6.7,https://m.media-amazon.com/images/M/MV5BOWUyYTU4NTQtYWQ2Mi00NzE0LTk0OTMtN2MzNjRkZjFkZTU2XkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg
5555,5555,5555,5555,Gary Dauberman,Mckenna Grace,Madison Iseman,Katie Sarife,Horror Thriller Mystery,annabelle comes home,6.4,https://m.media-amazon.com/images/M/MV5BYmI4NDNiMmQtZTFkYi00ZDVmLThlYTAtMWJlMjU1M2I2ZmViXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg
5556,5556,5556,5556,Danny Boyle,Himesh Patel,Lily James,Ed Sheeran,Comedy Romance Fantasy Music,yesterday,6.7,https://m.media-amazon.com/images/M/MV5BMjQ0NTI0NjkyN15BMl5BanBnXkFtZTgwNzY0MTE0NzM@.jpg
5557,5557,5557,5557,Claire McCarthy,Daisy Ridley,Naomi Watts,Clive Owen,Romance History,ophelia,7.5,https://m.media-amazon.com/images/M/MV5BMTU2OTAxNjI2OV5BMl5BanBnXkFtZTgwNzc2NjUwODM@.jpg
5558,5558,5558,5558,Martin Owen,Tommy Flanagan,Rhyon Nicole Brown,Jessica Alba,Action Thriller Crime Mystery,killers anonymous,4.9,https://m.media-amazon.com/images/M/MV5BNDc5ZDkxZDUtMDFiOC00Mjg3LWFlODEtOTViN2FlZDAwMTBjXkEyXkFqcGdeQXVyOTg4MDYyNw@@.jpg
5559,5559,5559,5559,Jon Watts,Tom Holland,Samuel L. Jackson,Zendaya,Action Adventure Science Fiction,spider-man: far from home,7.5,https://m.media-amazon.com/images/M/MV5BMGZlNTY1ZWUtYTMzNC00ZjUyLWE0MjQtMTMxN2E3ODYxMWVmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg
5560,5560,5560,5560,John Herzfeld,Sylvester Stallone,Curtis Jackson,Dave Bautista,Action Thriller,escape plan: the extractors,5.1,https://m.media-amazon.com/images/M/MV5BMDQ2ZjUxMGUtMDg1Yy00ZWE4LWIyZTMtNThiN2IwZmE4ZDVkXkEyXkFqcGdeQXVyOTg4MDYyNw@@.jpg
5561,5561,5561,5561,Ari Aster,Florence Pugh,Jack Reynor,William Jackson Harper,Horror Drama Mystery,midsommar,7.1,https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@.jpg
5562,5562,5562,5562,Michael Dowse,Kumail Nanjiani,Dave Bautista,Iko Uwais,Action Comedy Thriller Crime,stuber,6.8,https://m.media-amazon.com/images/M/MV5BOGE1ZjFhYzAtYWM4ZC00NGI1LWFmYzMtZWRhZDhjMjE4YzBjXkEyXkFqcGdeQXVyODQzNTE3ODc@.jpg
5563,5563,5563,5563,Alexandre Aja,Kaya Scodelario,Barry Pepper,unknown,Thriller Horror Drama,crawl,6.3,"https://m.media-amazon.com/images/M/MV5BNTk4MTliYzgtOGI2Ni00N2I5LTg4MjktZTkzZTE0MWVjNGEyXkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SX101_CR0,0,101,150_.jpg.jpg"
5564,5564,5564,5564,Lulu Wang,Awkwafina,Tzi Ma,Diana Lin,Comedy Drama,the farewell,7.5,https://m.media-amazon.com/images/M/MV5BMWE3MjViNWUtY2VjYS00ZDBjLTllMzYtN2FkY2QwYmRiMDhjXkEyXkFqcGdeQXVyODQzNTE3ODc@.jpg
5565,5565,5565,5565,Pollyanna Mcintosh,Pollyanna McIntosh,Cooper Andrews,Nora-Jane Noone,Horror Mystery,darlin',4.6,https://m.media-amazon.com/images/M/MV5BYjE4Mjg4MGQtNzhiMS00MTJlLTliMjEtNjM1NDZhM2YxMGI0XkEyXkFqcGdeQXVyNTk4NzMzOTM@.jpg
5566,5566,5566,5566,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Comedy Drama Thriller,once upon a time in hollywood,7.5,https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg
5567,5567,5567,5567,Guy Nattiv,Jamie Bell,Danielle Macdonald,Daniel Henshall,Thriller Action Drama,skin,6.0,https://m.media-amazon.com/images/M/MV5BNmFiZjA2ZDEtMTk5NC00MTZkLTgxYTEtMjFmOGI4OTVmNmEwXkEyXkFqcGdeQXVyODQyNzE3MDg@.jpg
5568,5568,5568,5568,Gideon Raff,Chris Evans,Haley Bennett,Michael K. Williams,Drama Thriller,the red sea diving resort,6.9,https://m.media-amazon.com/images/M/MV5BMjZiYWI3MWMtM2NiZi00Y2E0LWI1ODctNmNhMDUyNGMzODkwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg
5569,5569,5569,5569,David Leitch,Dwayne Johnson,Jason Statham,Idris Elba,Action Adventure Comedy,fast & furious presents: hobbs & shaw,6.9,https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg
5570,5570,5570,5570,Shawn Ku,Nicolas Cage,Benjamin Bratt,unknown,Action Thriller Drama,a score to settle,6.3,"https://m.media-amazon.com/images/M/MV5BOWIzODA0NmUtYmQyMS00NmU3LTlkZjQtNmJlMGJlNmU0ZWIzXkEyXkFqcGdeQXVyMTA1MDIxODk4._V1_SX101_CR0,0,101,150_.jpg.jpg"
5571,5571,5571,5571,Yuval Adler,Diane Kruger,Martin Freeman,Cas Anvar,Drama Thriller,the operative,5.7,https://m.media-amazon.com/images/M/MV5BYTgxOTc1ZjctZDE5Ny00OTJhLWE4NjAtYzU2NzE0MjAzNGFkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5572,5572,5572,5572,James Bobin,Isabela Moner,Eugenio Derbez,Michael Peýýa,Adventure Comedy Family,dora and the lost city of gold,6.8,https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg
5573,5573,5573,5573,Andrea Berloff,Melissa McCarthy,Tiffany Haddish,Elisabeth Moss,Action,the kitchen,6.3,https://m.media-amazon.com/images/M/MV5BZGEwMWJlNzMtMjQ4YS00YjI4LTkwZTYtMGFiZTY5YmE2ZTIwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5574,5574,5574,5574,Simon Curtis,Milo Ventimiglia,Amanda Seyfried,Kathy Baker,Comedy Drama Romance,the art of racing in the rain,8.4,https://m.media-amazon.com/images/M/MV5BZjU5ZTYzM2MtNDNhYi00YjU1LWE4MzEtODc0NmNlODZlMjlhXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg
5575,5575,5575,5575,Andrýý ýývredal,Zoe Colletti,Michael Garza,Gabriel Rush,Horror Thriller,scary stories to tell in the dark,6.4,https://m.media-amazon.com/images/M/MV5BMmI1MGE0ODMtYWRlZC00ZDUxLWIyNGItYjgyNzhhMTRlOTI2XkEyXkFqcGdeQXVyOTQ5MTIwMjM@.jpg
5576,5576,5576,5576,"Tyler Nilson, Michael Schwartz",Shia LaBeouf,Dakota Johnson,John Hawkes,Adventure Drama Comedy,the peanut butter falcon,7.4,https://m.media-amazon.com/images/M/MV5BOWVmZGQ0MGYtMDI1Yy00MDkxLWJiYjQtMmZjZmQ0NDFmMDRhXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg
5577,5577,5577,5577,Bart Freundlich,Michelle Williams,Julianne Moore,Billy Crudup,Drama,after the wedding,6.4,https://m.media-amazon.com/images/M/MV5BNTI2NGVlMzAtMGQyYS00N2Q3LWE0ZDUtNzBmNGE1ZWE3NzQzXkEyXkFqcGdeQXVyOTgxNDIzMTY@.jpg
5578,5578,5578,5578,Casey Affleck,Casey Affleck,Anna Pniowsky,Tom Bower,Drama Science Fiction,light of my life,6.5,https://m.media-amazon.com/images/M/MV5BM2FmMGNiODgtNTAyMy00N2VlLWEyODEtNDViMmRkZDA5Nzc3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5579,5579,5579,5579,Thurop Van Orman,Jason Sudeikis,Josh Gad,Leslie Jones,Animation Comedy Adventure Family,the angry birds movie 2,7.2,https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@.jpg
5580,5580,5580,5580,Gene Stupnitsky,Jacob Tremblay,Brady Noon,Keith L. Williams,Comedy,good boys,6.8,https://m.media-amazon.com/images/M/MV5BMTc1NjIzODAxMF5BMl5BanBnXkFtZTgwMTgzNzk1NzM@.jpg
5581,5581,5581,5581,Gurinder Chadha,Viveik Kalra,Kulvinder Ghir,Meera Ganatra,Drama Comedy,blinded by the light,7.0,https://m.media-amazon.com/images/M/MV5BZDUzNGYxZDAtZjVjZC00YzI2LTk3MTItNmE3NGQwOWQwZjJiXkEyXkFqcGdeQXVyMjcyMzI2OTQ@.jpg
5582,5582,5582,5582,Richard Linklater,Cate Blanchett,Billy Crudup,Emma Nelson,Drama Comedy Mystery,"where'd you go, bernadette",6.8,https://m.media-amazon.com/images/M/MV5BNDZiY2MyN2ItZjYyMi00YWNiLTk3NTQtNzk3YWFlOTg1MzViXkEyXkFqcGdeQXVyODk2NDQ3MTA@.jpg
5583,5583,5583,5583,Johannes Roberts,John Corbett,Nia Long,Sophie Nelisse,Horror,47 meters down: uncaged,5.7,https://m.media-amazon.com/images/M/MV5BMDc1MmVjMDQtOGU3OS00OTJkLWJmOGQtNDMzMWRjNDAzY2Y2XkEyXkFqcGdeQXVyMTk5MzE1MTY@.jpg
5584,5584,5584,5584,William McGregor,Maxine Peake,Eleanor Worthington Cox,Richard Harrington,Drama Mystery Horror History,gwen,5.5,https://m.media-amazon.com/images/M/MV5BYzE4NjRjOWYtMWMyYy00ZjEwLTljYTctM2I0MDdhYThiOWM2XkEyXkFqcGdeQXVyMjI4NzUwNzg@.jpg
5585,5585,5585,5585,"Matt Bettinelli-Olpin, Tyler Gillett",Samara Weaving,Adam Brody,Mark O'Brien,Horror Thriller Mystery Comedy,ready or not,7.0,https://m.media-amazon.com/images/M/MV5BYzBkMzAyMDUtZTFkZS00OWUyLTgwM2ItNGI3MTQ5NzA3NTVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5586,5586,5586,5586,Ric Roman Waugh,Gerard Butler,Morgan Freeman,Jada Pinkett Smith,Action Thriller,angel has fallen,6.4,https://m.media-amazon.com/images/M/MV5BYmRmMWZhZGItYzA4MC00ZDYyLWE0OTMtYmM0MWRiN2Q4NGU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg
5587,5587,5587,5587,Paul Downs Colaizzo,Jillian Bell,Michaela Watkins,Utkarsh Ambudkar,Drama Comedy,brittany runs a marathon,6.7,https://m.media-amazon.com/images/M/MV5BNDRlNTJmNGEtNWM0YS00OWI3LWFkNjUtMzg5MTJjODcyZGU3XkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg
5588,5588,5588,5588,Alex Kendrick,Alex Kendrick,Priscilla Shirer,Ben Davies,Drama,overcomer,7.5,https://m.media-amazon.com/images/M/MV5BZmU5ZGViNzQtYjE1NC00NzkxLThkZmEtNmI1MjYyZTkzYjkxXkEyXkFqcGdeQXVyNTQ3MjE4NTU@.jpg
5589,5589,5589,5589,David M. Rosenthal,Michael Ealy,Jesse Williams,Nicole Beharie,Drama Mystery Horror,jacob's ladder,7.4,https://m.media-amazon.com/images/M/MV5BYzQyZGQyZDEtZjI5Zi00NmI5LWI5NTctNDA4NjI5YWNjYjdjXkEyXkFqcGdeQXVyMjAxMjEzNzU@.jpg
5590,5590,5590,5590,Gavin Hood,Keira Knightley,Matt Smith,Matthew Goode,Drama Thriller History,official secrets,7.3,https://m.media-amazon.com/images/M/MV5BZjY1NWYwZmEtNGE3Ny00YTZhLThmZTMtNGI2MDY0MGU5YmJlXkEyXkFqcGdeQXVyODY3Nzc0OTk@.jpg
5591,5591,5591,5591,Jacob Aaron Estes,Jacob Aaron Estes,Drew Daywalt (story); David Oyelowo,Storm Reid,Science Fiction Thriller Mystery Crime,don't let go,6.8,https://m.media-amazon.com/images/M/MV5BZjI5N2FkMDQtYjk4Ni00N2U5LTlkZGQtMzY5ZTcwNTdjZWUyXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg
5592,5592,5592,5592,Micah Gallo,Bruce Davison,Denise Crosby,Elizabeth Roberts,Horror Thriller,itsy bitsy,4.9,https://m.media-amazon.com/images/M/MV5BNzk4N2ZhNmUtMDg5Ny00NDdhLWEyNDgtYmQyOWM2MWI2OTU4XkEyXkFqcGdeQXVyNjc3MjE2MTY@.jpg
5593,5593,5593,5593,Fred Durst,John Travolta,Devon Sawa,Ana Golja,Thriller Crime,the fanatic,4.5,https://m.media-amazon.com/images/M/MV5BNmM4ZGM3MGItZjg3My00MDNlLWJhMDktZWFhNDNkNDJjOTA5XkEyXkFqcGdeQXVyMzQwMTY2Nzk@.jpg
5594,5594,5594,5594,Andy Muschietti,James McAvoy,Jessica Chastain,Bill Hader,Horror Fantasy,it chapter two,6.9,https://m.media-amazon.com/images/M/MV5BYTJlNjlkZTktNjEwOS00NzI5LTlkNDAtZmEwZDFmYmM2MjU2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg
5595,5595,5595,5595,Chelsea Stardust,Hayley Griffith,Ruby Modine,Arden Myrin,Horror Comedy,satanic panic,5.1,https://m.media-amazon.com/images/M/MV5BYWQ1OGM4OGUtYzkyZS00ZmMwLTgzNmUtMzM5ZGE5MDAxM2Y1XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
5596,5596,5596,5596,Ali LeRoi,Steven Silver,Nicola Peltz,unknown,unknown,the obituary of tunde johnson,0.0,https://m.media-amazon.com/images/M/MV5BYTczMWE5NGYtNTc0MS00YzA3LWFjN2MtYmI4OTcwOGZjNjgyXkEyXkFqcGdeQXVyNjI5NDEwMA@@.jpg
5597,5597,5597,5597,John Crowley,Ansel Elgort,Nicole Kidman,Oakes Fegley,Drama,the goldfinch,7.0,https://m.media-amazon.com/images/M/MV5BY2ZmNmUzNTctYTA3Mi00ZTg3LWFmMWMtYzU2ZjA3NDRmODIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5598,5598,5598,5598,Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Drama Comedy Crime,hustlers,6.4,https://m.media-amazon.com/images/M/MV5BNjM5ZTNiNGMtMDA2OC00MDYyLWEyNzAtOWZmMzFlY2VmOWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5599,5599,5599,5599,Michael Tyburski,Rashida Jones,Peter Sarsgaard,Tony Revolori,Drama,the sound of silence,6.1,https://m.media-amazon.com/images/M/MV5BZDgxYjUyOGEtYTIxMi00NzIyLTllNjgtN2YxNzgzNzVhNzQyXkEyXkFqcGdeQXVyODY3Nzc0OTk@.jpg
5600,5600,5600,5600,Alejandro Landes,Julianne Nicholson,Moisýýs Arias,unknown,Drama Thriller,monos,6.8,https://m.media-amazon.com/images/M/MV5BYTA0ZDllNTYtY2ExYS00NGJlLWEzNGEtMjhkMzdhYjViMjZiXkEyXkFqcGdeQXVyODAzODU1NDQ@.jpg
5601,5601,5601,5601,Nzingha Stewart,Ava Michelle,Griffin Gluck,Luke Eisner,Comedy Drama Romance,tall girl,6.4,https://m.media-amazon.com/images/M/MV5BMDI3YmEwOTItNDEyNC00MGNlLWJiMjEtMzc0MTJjZmM1NGEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5602,5602,5602,5602,Lars Klevberg,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Horror Thriller Mystery,polaroid,5.7,https://m.media-amazon.com/images/M/MV5BMTU2MDI0NDYxNl5BMl5BanBnXkFtZTgwMDAxOTQxMjI@.jpg
5603,5603,5603,5603,James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,Science Fiction Drama,ad astra,6.1,https://m.media-amazon.com/images/M/MV5BZTllZTdlOGEtZTBmMi00MGQ5LWFjN2MtOGEyZTliNGY1MzFiXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg
5604,5604,5604,5604,Michael Engler,Hugh Bonneville,Jim Carter,Michelle Dockery,Drama History,downton abbey,7.1,https://m.media-amazon.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg
5605,5605,5605,5605,Adrian Grunberg,Sylvester Stallone,Adriana Barraza,Paz Vega,Action Thriller Drama,rambo: last blood,6.4,https://m.media-amazon.com/images/M/MV5BNTAxZWM2OTgtOTQzOC00ZTI5LTgyYjktZTRhYWM4YWQxNWI0XkEyXkFqcGdeQXVyMjMwNDgzNjc@.jpg
5606,5606,5606,5606,Henry Jacobson,Seann William Scott,Mariela Garriga,Dale Dickey,Horror Thriller Science Fiction,bloodline,5.9,https://m.media-amazon.com/images/M/MV5BMTU4OTY0MzM1OV5BMl5BanBnXkFtZTgwMjkxMzE0MjI@.jpg
5607,5607,5607,5607,Jason Cabell,Nicolas Cage,Laurence Fishburne,unknown,Thriller Drama Crime,running with the devil,5.6,"https://m.media-amazon.com/images/M/MV5BN2JjZWU0MTUtZDNkMC00MmViLTg1MDAtNzI1OTNlODJhN2E3XkEyXkFqcGdeQXVyMTA1MDIxODk4._V1_SY150_CR0,0,101,150_.jpg.jpg"
5608,5608,5608,5608,Brad Anderson,Sam Worthington,Lily Rabe,Stephen Tobolowsky,Thriller,fractured,6.6,https://m.media-amazon.com/images/M/MV5BZTE0MWE4NzMtMzc4Ny00NWE4LTg2OTQtZmIyNDdhZjdiZmJhXkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg
5609,5609,5609,5609,Bree Mills,Bree Mills (director); Angela White,Seth Gamble,Michael Vega,unknown,perspective,0.0,https://m.media-amazon.com/images/M/MV5BMjRmYmVmOGItYjY4MC00ZjJjLWI1MmEtNWQ4ZjFjYzJjZjU0XkEyXkFqcGdeQXVyMTY3MTA1MDM@.jpg
5610,5610,5610,5610,Jill Culton,Todd Wilderman (co-director); Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Animation Adventure Comedy Family,abominable,7.6,https://m.media-amazon.com/images/M/MV5BMTYzY2U0NjctNDJkNS00MmE3LWFiZGQtZjllZTIzYTQ4ODJkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg
5611,5611,5611,5611,Steven Soderbergh,Meryl Streep,Gary Oldman,Antonio Banderas,Drama Crime Comedy,the laundromat,6.0,https://m.media-amazon.com/images/M/MV5BMjFjMGVmYjUtNGVmYy00NTAwLWJhNjAtZGFkYjgzNzI3YTY4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5612,5612,5612,5612,Rupert Goold,Renýýe Zellweger,Jessie Buckley,Finn Wittrock,Drama,judy,6.8,https://m.media-amazon.com/images/M/MV5BYmE0OTE5NWItMGYyZi00MzUxLWFjN2QtYzBkZGRjZGVmMGFmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg
5613,5613,5613,5613,Franck Khalfoun,Logan Miller,Kristine Froseth,unknown,Horror Mystery Thriller,prey,0.0,https://m.media-amazon.com/images/M/MV5BY2NmOTlmYTYtZGViZi00NDI1LWE0ZmItM2MxMjdlY2EzZDg0XkEyXkFqcGdeQXVyNzQzNzQxNzI@.jpg
5614,5614,5614,5614,Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Crime Thriller Drama,joker,8.2,https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5615,5615,5615,5615,Noah Hawley,Natalie Portman,Jon Hamm,Zazie Beetz,Drama,lucy in the sky,5.0,https://m.media-amazon.com/images/M/MV5BNmEzMDkxYzItMjdiNC00YzA5LWJmYWMtMzc2Mjc1MTdjNDZiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5616,5616,5616,5616,Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama Comedy History,dolemite is my name,7.1,https://m.media-amazon.com/images/M/MV5BMzFiYWQxYzgtOThmYi00ZmIwLWFlZWMtMzk2NTI2YTYzMjkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5617,5617,5617,5617,Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Horror Drama Thriller,in the tall grass,5.5,https://m.media-amazon.com/images/M/MV5BZjA2ZWU3N2MtY2JkYy00YjFjLWEyZWQtMjQ0MTU0NDk1ZTZmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5618,5618,5618,5618,Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Drama Thriller,low tide,6.1,https://m.media-amazon.com/images/M/MV5BMGM0M2Y5MGItNzhiMC00OWJjLTlkMGQtMTVjOGQ4YzliODBhXkEyXkFqcGdeQXVyNDExMzMxNjE@.jpg
5619,5619,5619,5619,Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),unknown,Documentary Horror,wrinkles the clown,5.8,https://m.media-amazon.com/images/M/MV5BZWMxZWMyNzgtMWJhNy00NzM3LTgyMjQtMjU4YTE1ZmRlM2QwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5620,5620,5620,5620,Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Horror Comedy,little monsters,6.6,https://m.media-amazon.com/images/M/MV5BM2VjOThmNjktNGE1ZS00NWY3LThlMzItOWEyZjMwOGI4ZDNmXkEyXkFqcGdeQXVyMzM4MjM0Nzg@.jpg
5621,5621,5621,5621,Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Action Drama Science Fiction Thriller,gemini man,6.4,"https://m.media-amazon.com/images/M/MV5BZDJlYzMyZTctYzBiMi00Y2E5LTk4YzgtNzU5YzE0MDZkY2EwXkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SY150_CR0,0,101,150_.jpg.jpg"
5622,5622,5622,5622,"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peýýa",Adam Devine,Rose Byrne,Alexandra Shipp,Comedy,jexi,7.1,"https://m.media-amazon.com/images/M/MV5BYWM3OTk0NTItZjBlNi00NGE3LTk4MGQtODdlMWM2OWI5MWE3XkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_SY150_CR0,0,101,150_.jpg.jpg"
5623,5623,5623,5623,Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Crime Drama Thriller Action,el camino: a breaking bad movie,6.9,https://m.media-amazon.com/images/M/MV5BNjk4MzVlM2UtZGM0ZC00M2M1LThkMWEtZjUyN2U2ZTc0NmM5XkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg
5624,5624,5624,5624,Joachim Rýýnning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Fantasy Family Adventure,maleficent: mistress of evil,7.4,https://m.media-amazon.com/images/M/MV5BZjJiYTExOTAtNWU0Yi00NzJjLTkwOTgtOTU2NWM1ZjJmYWVhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5625,5625,5625,5625,Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Horror Action Comedy,zombieland: double tap,7.0,https://m.media-amazon.com/images/M/MV5BYjcwNjZhNGYtOGNlNy00NGI3LTlmODMtMGZlMjA3YjA0Njg0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg
5626,5626,5626,5626,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy War Drama,jojo rabbit,8.1,https://m.media-amazon.com/images/M/MV5BZjU0Yzk2MzEtMjAzYy00MzY0LTg2YmItM2RkNzdkY2ZhN2JkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg
5627,5627,5627,5627,Robert Eggers,Willem Dafoe,Robert Pattinson,unknown,Drama Fantasy Thriller Horror,the lighthouse,7.6,https://m.media-amazon.com/images/M/MV5BZmE0MGJhNmYtOWNjYi00Njc5LWE2YjEtMWMxZTVmODUwMmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5628,5628,5628,5628,Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Horror Drama Mystery Thriller,wounds,3.9,https://m.media-amazon.com/images/M/MV5BOThiMzJkOTctMzhiZi00MjFlLWFiODMtOGFlNzgwNWI1ZGI5XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
5629,5629,5629,5629,Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Action Thriller,black and blue,6.7,https://m.media-amazon.com/images/M/MV5BMmZhZmQ1YjYtMmZkZC00ZTIxLTg5YTctMDczZGJmZTllYjBkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
