,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,images
3244,3244,3244,3244,Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Drama Sport,the color of money,6.8,https://m.media-amazon.com/images/M/MV5BNGY4NGEzY2QtZmIwYS00NzkwLWI0MmItZmVjYjU0YzM3ZjBmXkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg
3245,3245,3245,3245,Ken Annakin,Richard Burton,Richard Beymer,Eddie Albert,Action Drama History War,the longest day,7.6,https://m.media-amazon.com/images/M/MV5BZTM1ZjQ2YTktNDM2MS00NGY2LTkzNzItZTU4ODg1ODNkMWYxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
3246,3246,3246,3246,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,Comedy Drama Family Sport,the mighty ducks,6.5,https://m.media-amazon.com/images/M/MV5BZTc4YzQ4NTMtZjc2Yy00OWY1LWIxNGMtZTJkMmFiN2M4ZGViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3247,3247,3247,3247,Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Horror Mystery Thriller,the grudge,5.9,https://m.media-amazon.com/images/M/MV5BMjY3NWZmOTktMmVhZi00M2Q1LTg2MmQtOGE2NmE3MWNlZjY3XkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg
3248,3248,3248,3248,Dennis Dugan,Adam Sandler,Kevin Nealon,Frances Bay,Comedy Sport,happy gilmore,6.6,https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3249,3249,3249,3249,Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck,Horror Mystery,jeepers creepers,6.3,https://m.media-amazon.com/images/M/MV5BMTkwNDU0NTE0OV5BMl5BanBnXkFtZTgwNzAzNzQyMTI@.jpg
3250,3250,3250,3250,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Adventure Comedy Music Sci-Fi,bill & ted's excellent adventure,6.9,https://m.media-amazon.com/images/M/MV5BMTk3Mjk5MzI3OF5BMl5BanBnXkFtZTcwMTY4MzcyNA@@.jpg
3251,3251,3251,3251,Carol Reed,Oliver Reed,Ron Moody,Jack Wild,Drama Family Musical,oliver!,6.9,https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@.jpg
3252,3252,3252,3252,John Madden,Tom Wilkinson,Penelope Wilton,Celia Imrie,Comedy Drama,the best exotic marigold hotel,6.9,https://m.media-amazon.com/images/M/MV5BMjIwNjkwMDI2NV5BMl5BanBnXkFtZTcwNDc1ODIyNw@@.jpg
3253,3253,3253,3253,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Animation Comedy Family Mystery Sci-Fi,recess: school's out,6.5,https://m.media-amazon.com/images/M/MV5BN2M5NDQ2YjktNmI0Zi00ODBmLWIyZGQtYTk3Y2EyYTM0ZTUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3254,3254,3254,3254,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Action Adventure Sci-Fi Thriller,mad max beyond thunderdome,6.2,https://m.media-amazon.com/images/M/MV5BMmI4YWEyNTItZTFiMS00YzY4LWE2ZjYtNGRlNmZhNjRmOWVkXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
3255,3255,3255,3255,Mark L. Lester,Bill Duke,Vernon Wells,Rae Dawn Chong,Action Adventure Thriller,commando,6.6,https://m.media-amazon.com/images/M/MV5BZWE0ZjFhYjItMzI5MC00MDllLWE4OGMtMzlhNGQzN2RjN2MwXkEyXkFqcGdeQXVyNDc2NjEyMw@@.jpg
3256,3256,3256,3256,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin,Horror Mystery Thriller,the boy,5.9,https://m.media-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@.jpg
3257,3257,3257,3257,John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Horror Mystery Thriller,devil,6.0,https://m.media-amazon.com/images/M/MV5BZDVmZGExMTEtNjk5OS00MTFkLWI0ZDMtNzg4YWFmNGY3NjRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg
3258,3258,3258,3258,Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams,Comedy Drama,friday after next,6.2,"https://m.media-amazon.com/images/M/MV5BMTE5NTI3OTYyN15BMl5BanBnXkFtZTYwNjUxNTg2._V1_SY150_CR2,0,101,150_.jpg.jpg"
3259,3259,3259,3259,Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Fantasy Horror Thriller,insidious: chapter 3,6.3,https://m.media-amazon.com/images/M/MV5BMTUwNDU4NjE1N15BMl5BanBnXkFtZTgwOTc0MzA5NDE@.jpg
3260,3260,3260,3260,Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam,Action Comedy Drama Music,the last dragon,,https://m.media-amazon.com/images/M/MV5BMjlkNDA2NTQtYzNlOS00YmY1LTk5YzEtMWVhYTY0ZDI0ZDIxXkEyXkFqcGdeQXVyNjEwMTA0NTc@.jpg
3261,3261,3261,3261,Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans,Horror Sci-Fi,the lawnmower man,5.5,https://m.media-amazon.com/images/M/MV5BYWZhODdkMTEtMzBmNy00NzU5LWIzYjMtYTkwNWE3YTRjOTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3262,3262,3262,3262,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,Comedy Drama Music Romance,nick and norah's infinite playlist,6.4,https://m.media-amazon.com/images/M/MV5BOTY2MjI4ODI4Nl5BMl5BanBnXkFtZTcwNTMyNjM4MQ@@.jpg
3263,3263,3263,3263,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Adventure Comedy Drama Fantasy,dogma,6.9,https://m.media-amazon.com/images/M/MV5BYzAyOWUyZjQtNDBiMy00ZDExLTgwNmMtZDdmY2ViNzkyN2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3264,3264,3264,3264,Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez,Comedy Drama,the banger sisters,5.6,https://m.media-amazon.com/images/M/MV5BZjA1OTQxNGEtNTRjNi00MWIwLWEyZGYtNGRjOGEwNzE5OWU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3265,3265,3265,3265,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,Fantasy Horror Sci-Fi,twilight zone: the movie,6.5,https://m.media-amazon.com/images/M/MV5BYjQ2NzgzYjEtMzAxNy00MzhkLWE5ZTUtZDA1ODY3MTBjOTRiXkEyXkFqcGdeQXVyNTAyNDQ2NjI@.jpg
3266,3266,3266,3266,Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch,Action Thriller,road house,6.5,https://m.media-amazon.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@.jpg
3267,3267,3267,3267,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Action Comedy Crime,a low down dirty shame,5.8,https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@.jpg
3268,3268,3268,3268,John Polson,Erika Christensen,Shiri Appleby,Jason Ritter,Drama Thriller,swimfan,5.1,https://m.media-amazon.com/images/M/MV5BM2RmZjY1MTItNGM1ZC00NzhlLWI2MjEtYjY1ZjI1M2NiZTg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3269,3269,3269,3269,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,Comedy Romance,employee of the month,5.4,https://m.media-amazon.com/images/M/MV5BMTc4NTc2NDI5OF5BMl5BanBnXkFtZTcwMDQ4NzYzMQ@@.jpg
3270,3270,3270,3270,Harry Elfont,Ethan Embry,Lauren Ambrose,Charlie Korsmo,Comedy Romance,can't hardly wait,6.3,https://m.media-amazon.com/images/M/MV5BZGY5NDIwNWMtN2IxZC00ODYxLWI1ZjgtOTQ4ZjhlYzMyZGEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3271,3271,3271,3271,Francis Ford Coppola,Tom Cruise,William Smith,Tom Waits,Crime Drama,the outsiders,7.3,https://m.media-amazon.com/images/M/MV5BY2E4Njk4N2UtZWFhOS00NzczLWFmNDgtMzdhMjFlNTZjMmVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3272,3272,3272,3272,David Lowery,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.,Adventure Family Fantasy,pete's dragon,6.3,https://m.media-amazon.com/images/M/MV5BMjA4NDYxNzYzOF5BMl5BanBnXkFtZTgwNzU1NzcwODE@.jpg
3273,3273,3273,3273,David Cronenberg,Tom Skerritt,Herbert Lom,Anthony Zerbe,Horror Sci-Fi Thriller,the dead zone,7.1,https://m.media-amazon.com/images/M/MV5BMDk2ZGVkY2UtZGE0MS00NTY1LThiZjYtYjQxMTAwMjM5M2VlXkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg
3274,3274,3274,3274,Ciarýýn Foy,Laila Haley,James Ransone,Jaden Klein,Horror Mystery Thriller,sinister 2,5.8,https://m.media-amazon.com/images/M/MV5BMjM3MTQ5NjA0OV5BMl5BanBnXkFtZTgwMzg2OTYyNTE@.jpg
3275,3275,3275,3275,Salim Akil,Omari Hardwick,Curtis Armstrong,Mike Epps,Drama Music,sparkle,6.2,https://m.media-amazon.com/images/M/MV5BMTY4MTAzOTU2OF5BMl5BanBnXkFtZTcwOTA1NTI3Nw@@.jpg
3276,3276,3276,3276,Jamie Blanks,Marley Shelton,Jessica Capshaw,Johnny Whitworth,Horror Mystery Thriller,valentine,4.6,https://m.media-amazon.com/images/M/MV5BZWQxM2JjNTktYWE4Ni00YmZiLWFlNDEtMWYzMmI4N2NhYjk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3277,3277,3277,3277,Olatunde Osunsanmi,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,Mystery Sci-Fi Thriller,the fourth kind,6.1,https://m.media-amazon.com/images/M/MV5BMTY2OTM0NDEyM15BMl5BanBnXkFtZTcwNTAzMDY4Mg@@.jpg
3278,3278,3278,3278,Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,Comedy Drama Music,a prairie home companion,6.5,https://m.media-amazon.com/images/M/MV5BMTYwOTgzMTA3NF5BMl5BanBnXkFtZTcwMjYxMDMzMQ@@.jpg
3279,3279,3279,3279,Leon Ichaso,Khandi Alexander,Clarence Williams III,Steve Harris,Drama Thriller,sugar hill,5.8,https://m.media-amazon.com/images/M/MV5BYzg0M2E2NjUtOTY3YS00MGQ2LWFmZDEtOTkwNmI2MmI2YjMwXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
3280,3280,3280,3280,Joseph Zito,Billy Drago,Richard Lynch,Eddie Jones,Action Thriller,invasion u.s.a.,5.3,https://m.media-amazon.com/images/M/MV5BNGZkMmYzMTAtNzllYy00NzU3LWJiNzktNzdjZGU3OWM3ZmU5XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
3281,3281,3281,3281,Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,Comedy Drama Music Romance,roll bounce,6.5,"https://m.media-amazon.com/images/M/MV5BMTI2NTA4NjIwNl5BMl5BanBnXkFtZTYwNDQ3MzI3._V1_SX101_CR0,0,101,150_.jpg.jpg"
3282,3282,3282,3282,Wes Anderson,Bill Murray,Connie Nielsen,Olivia Williams,Comedy Drama,rushmore,7.4,https://m.media-amazon.com/images/M/MV5BMjE2OTc3OTk2M15BMl5BanBnXkFtZTgwMjg2NjIyMDE@.jpg
3283,3283,3283,3283,Colin Strause,David Zayas,Donald Faison,Brittany Daniel,Action Sci-Fi Thriller,skyline,4.9,https://m.media-amazon.com/images/M/MV5BMjAwNDkwOTc5M15BMl5BanBnXkFtZTcwMTE2MTMwNA@@.jpg
3284,3284,3284,3284,John Madden,Tina Desai,Celia Imrie,Ronald Pickup,Comedy Drama,the second best exotic marigold hotel,6.4,https://m.media-amazon.com/images/M/MV5BMTU3MjkxNjc0OV5BMl5BanBnXkFtZTgwMjc0NDg0NDE@.jpg
3285,3285,3285,3285,Patricia Rozema,Julia Ormond,Jane Krakowski,Willow Smith,Drama Family,kit kittredge: an american girl,6.4,https://m.media-amazon.com/images/M/MV5BMTIxOTExNTU2OF5BMl5BanBnXkFtZTcwMDAwODU2MQ@@.jpg
3286,3286,3286,3286,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,Comedy Family Romance,the perfect man,6.0,https://m.media-amazon.com/images/M/MV5BMTQwNDExMzIyOV5BMl5BanBnXkFtZTcwOTI3ODkyMQ@@.jpg
3287,3287,3287,3287,Spike Lee,Denzel Washington,Nicholas Turturro,Charlie Murphy,Drama Music Romance,mo' better blues,6.5,https://m.media-amazon.com/images/M/MV5BYmMwY2ZhZjctZTg1Ny00NjNjLThkOTQtZGY2NzA1ODBjMzA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3288,3288,3288,3288,Steve Oedekerk,Steve Oedekerk,Simon Rhee,Jennifer Tung,Action Comedy,kung pow: enter the fist,6.2,https://m.media-amazon.com/images/M/MV5BMGQxZDEwZDctMjNkMi00YmIxLTgyN2MtYmJhYjEzZGY0NjljXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3289,3289,3289,3289,Ron Underwood,Reba McEntire,Ariana Richards,Michael Gross,Comedy Horror Sci-Fi,tremors,7.3,"https://m.media-amazon.com/images/M/MV5BMTEzNjkwMzIyMjZeQTJeQWpwZ15BbWU4MDI2NTU5ODYx._V1_SX101_CR0,0,101,150_.jpg.jpg"
3290,3290,3290,3290,Rob Schmidt,Kevin Zegers,Lindy Booth,Julian Richings,Horror Thriller,wrong turn,6.3,"https://m.media-amazon.com/images/M/MV5BMTQwMTkyMTY4M15BMl5BanBnXkFtZTYwMDc0NDE3._V1_SY150_CR0,0,101,150_.jpg.jpg"
3291,3291,3291,3291,Walter Hill,Dennis Quaid,David Carradine,Randy Quaid,Western,the long riders,6.7,https://m.media-amazon.com/images/M/MV5BMjE4NDk4MDMxN15BMl5BanBnXkFtZTcwMTkzNzA2NA@@.jpg
3292,3292,3292,3292,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,Action Crime Drama Mystery Thriller,the corruptor,6.0,https://m.media-amazon.com/images/M/MV5BN2RmNmM4ZmYtZWQ5OS00OTkyLWI3NWMtNDJmYjA5YWFkNWMxXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
3293,3293,3293,3293,Jeff Nichols,Matthew McConaughey,Tye Sheridan,Sam Shepard,Drama,mud,7.0,https://m.media-amazon.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@.jpg
3294,3294,3294,3294,Robert Ben Garant,Wendi McLendon-Covey,Thomas Lennon,Carlos Alazraqui,Comedy Crime,reno 911!: miami,5.8,https://m.media-amazon.com/images/M/MV5BNjkwOTk3MTAyNV5BMl5BanBnXkFtZTcwNjY5NzkyMw@@.jpg
3295,3295,3295,3295,Morgan Spurlock,Harry Styles,Zayn Malik,Niall Horan,Documentary Music,one direction: this is us,8.4,https://m.media-amazon.com/images/M/MV5BMTk5NTIxNzg3Nl5BMl5BanBnXkFtZTcwMzc5MDE0OQ@@.jpg
3296,3296,3296,3296,Neal Brennan,Rob Riggle,Noureen DeWulf,Charles Napier,Comedy,"the goods: live hard, sell hard",5.4,https://m.media-amazon.com/images/M/MV5BMTMwNDI1OTk3MF5BMl5BanBnXkFtZTcwMzY5MDI2Mg@@.jpg
3297,3297,3297,3297,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Adventure Animation Comedy Family,hey arnold! the movie,6.4,https://m.media-amazon.com/images/M/MV5BYjhlMTU0YWQtMjlkMi00MzI0LWJkYmMtNzVlMjMyYjY4ODJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3298,3298,3298,3298,Simon Curtis,Eddie Redmayne,Toby Jones,Julia Ormond,Biography Drama,my week with marilyn,6.7,https://m.media-amazon.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@.jpg
3299,3299,3299,3299,Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,Comedy Crime Drama Thriller,the matador,6.3,https://m.media-amazon.com/images/M/MV5BMTIwNjE3MzgwM15BMl5BanBnXkFtZTcwMzk5OTQzMQ@@.jpg
3300,3300,3300,3300,Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate,Drama Romance,love jones,8.0,https://m.media-amazon.com/images/M/MV5BOGEzMmFlMmYtNDU2NS00YWEzLTg5ZDktZGI4MjAxNTVkNjc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg
3301,3301,3301,3301,Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,Mystery Thriller,the gift,6.5,https://m.media-amazon.com/images/M/MV5BMTQzMjM2NjM1Nl5BMl5BanBnXkFtZTgwMDM1MjQyNTE@.jpg
3302,3302,3302,3302,Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,Adventure Drama,end of the spear,6.3,https://m.media-amazon.com/images/M/MV5BMTYxOTU0NDUzMV5BMl5BanBnXkFtZTcwNDgzMTczMQ@@.jpg
3303,3303,3303,3303,Tommy O'Haver,Mila Kunis,Kirsten Dunst,Carmen Electra,Comedy Romance,get over it,5.5,https://m.media-amazon.com/images/M/MV5BMDAzY2NhOGYtNDdjZC00NTI3LWJjNDItMTlmNmE3NTkyOTI0XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
3304,3304,3304,3304,Mike Judge,Gary Cole,Stephen Root,Diedrich Bader,Comedy,office space,7.4,https://m.media-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@.jpg
3305,3305,3305,3305,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin,Comedy Romance Thriller,drop dead gorgeous,6.5,https://m.media-amazon.com/images/M/MV5BOTBhYjRlYmYtNzQxZS00NmEwLTk3OTAtNjU4MDEwMmUyZDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3306,3306,3306,3306,Tim Burton,Christoph Waltz,Danny Huston,Jon Polito,Biography Crime Drama Romance,big eyes,7.0,https://m.media-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@.jpg
3307,3307,3307,3307,Peter Berg,Jon Favreau,Daniel Stern,Jeanne Tripplehorn,Comedy Crime Thriller,very bad things,6.3,https://m.media-amazon.com/images/M/MV5BNGVjZTdlMWMtYjdlMS00MmFkLWExOGYtYmNhMGFiMmZmZGRjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3308,3308,3308,3308,Joe Nussbaum,Steve Carell,Alexa PenaVega,Hunter Parrish,Comedy Romance,sleepover,6.6,https://m.media-amazon.com/images/M/MV5BMTA4ODg1OTk2MjJeQTJeQWpwZ15BbWU3MDc4MzIyNzQ@.jpg
3309,3309,3309,3309,Brian De Palma,Melanie Griffith,Dennis Franz,Gregg Henry,Mystery Thriller,body double,6.8,https://m.media-amazon.com/images/M/MV5BYzA4MDViNmQtZTk5Yi00ODk2LTliZWEtMTAzYjAzYzQ4YjZlXkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg
3310,3310,3310,3310,Jorma Taccone,Jasper Cole,Will Forte,Powers Boothe,Action Comedy Romance,macgruber,5.4,https://m.media-amazon.com/images/M/MV5BMjE4MDY1ODY5Nl5BMl5BanBnXkFtZTcwNjgzMTEzMw@@.jpg
3311,3311,3311,3311,Stephen Frears,Sophie Okonedo,Benedict Wong,Sergi Lýýpez,Crime Drama Thriller,dirty pretty things,7.0,https://m.media-amazon.com/images/M/MV5BNDMxOGM4ZjgtZjJhNS00MzVjLWI2ZjctYzhjN2NkMGI5OWZkXkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
3312,3312,3312,3312,Elizabeth Banks,Hugh Jackman,Kate Winslet,Seth MacFarlane,Comedy,movie 43,4.5,https://m.media-amazon.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@.jpg
3313,3313,3313,3313,Jeff Lowell,Stephen Root,William Morgan Sheppard,Wendi McLendon-Covey,Comedy Fantasy Romance,over her dead body,5.4,https://m.media-amazon.com/images/M/MV5BMTI3NTgyNjg3NV5BMl5BanBnXkFtZTcwMzg2MzU1MQ@@.jpg
3314,3314,3314,3314,Lorene Scafaria,Steve Carell,Mark Moses,Rob Huebel,Adventure Comedy Drama Romance Sci-Fi,seeking a friend for the end of the world,6.5,https://m.media-amazon.com/images/M/MV5BMTk4MDQ1NzE3N15BMl5BanBnXkFtZTcwMjA0MDkzNw@@.jpg
3315,3315,3315,3315,Miguel Arteta,Kurtwood Smith,Stephen Root,Alia Shawkat,Comedy,cedar rapids,6.0,https://m.media-amazon.com/images/M/MV5BNDUwMjQ3MzQwM15BMl5BanBnXkFtZTcwMDAzNjUyNA@@.jpg
3316,3316,3316,3316,Tony Kaye,Ethan Suplee,Beverly D'Angelo,Stacy Keach,Crime Drama,american history x,8.4,https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@.jpg
3317,3317,3317,3317,Marcus Dunstan,Daniel Sharman,Johanna Braddy,Lee Tergesen,Action Horror Thriller,the collection,6.2,https://m.media-amazon.com/images/M/MV5BODQ0MDgzNDA0NV5BMl5BanBnXkFtZTcwNDM4MDQ1OA@@.jpg
3318,3318,3318,3318,Timothy Bjýýrklund,Nathan Lane,Kelsey Grammer,Jerry Stiller,Animation Comedy Family Fantasy Musical,teacher's pet,6.1,https://m.media-amazon.com/images/M/MV5BNDNkZWJjMGItNzhmMy00ZjYyLTg1MWYtYzdkYjZkNjc2MjEwXkEyXkFqcGdeQXVyNjc0MzMzNjA@.jpg
3319,3319,3319,3319,Franýýois Girard,Johannes Silberschneider,Clotilde Mollet,Carlo Cecchi,Drama Music Mystery Romance,the red violin,7.6,https://m.media-amazon.com/images/M/MV5BYmZiMGI1ZWQtM2ZiOS00YWQ0LWEwYzMtODhhYTMwMzM5MjU4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg
3320,3320,3320,3320,David Lynch,Sissy Spacek,Richard Farnsworth,Everett McGill,Biography Drama,the straight story,7.7,https://m.media-amazon.com/images/M/MV5BNmE1MDk4OWEtYjk1NS00MWU2LTk5ZWItYjZhYmRkODRjMDc0XkEyXkFqcGdeQXVyNjE5MjUyOTM@.jpg
3321,3321,3321,3321,Scott Kalvert,Norman Reedus,James Franco,Frankie Muniz,Action Crime Drama,deuces wild,5.6,"https://m.media-amazon.com/images/M/MV5BOTM2MzAzMjgyMV5BMl5BanBnXkFtZTYwNzA5ODc2._V1_SY150_CR4,0,101,150_.jpg.jpg"
3322,3322,3322,3322,Jason Bateman,Beth Grant,Philip Baker Hall,Patricia Belcher,Comedy Drama,bad words,6.3,https://m.media-amazon.com/images/M/MV5BN2M1MDljMmItMDE0ZS00OTQxLTkxNmQtMTgwZjk3NmM3MDc4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg
3323,3323,3323,3323,David Schwimmer,Dylan Moran,Iddo Goldberg,India de Beaufort,Comedy Romance Sport,"run, fatboy, run",6.2,https://m.media-amazon.com/images/M/MV5BMTgzOTg0NTk5NF5BMl5BanBnXkFtZTcwMjMxNDI2MQ@@.jpg
3324,3324,3324,3324,Allan Arkush,Bernadette Peters,Randy Quaid,Christopher Guest,Comedy Sci-Fi,heartbeeps,3.4,https://m.media-amazon.com/images/M/MV5BOTI4Mzk2M2EtMGE0NC00NWYzLWI5YWMtNWU4NjY5YzRhZTUxXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
3325,3325,3325,3325,Mike Binder,Jennifer Ehle,Gillian Jacobs,Jillian Estell,Drama,black or white,6.8,https://m.media-amazon.com/images/M/MV5BYTEzMjBiMzktMjQyMS00YzBhLTgzNWQtNzA0NmEwMTNmMDQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
3326,3326,3326,3326,Eric Bross,Jerry Stiller,Tamala Jones,Dave Foley,Comedy Family Romance,on the line,5.7,https://m.media-amazon.com/images/M/MV5BMjI2MTdkOTctNTliZS00MDAxLWI0ZTgtOWUyMmZjYmFmMzFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
3327,3327,3327,3327,Werner Herzog,Christian Bale,Toby Huss,Franýýois Chau,Adventure Biography Drama War,rescue dawn,6.9,https://m.media-amazon.com/images/M/MV5BNzUxNzUzNzU2MV5BMl5BanBnXkFtZTcwNTgzNzU2NA@@.jpg
3328,3328,3328,3328,Dan Fogelman,Al Pacino,Jennifer Garner,Melissa Benoist,Comedy Drama Music,danny collins,6.7,https://m.media-amazon.com/images/M/MV5BNDk5NTYxOTk2MV5BMl5BanBnXkFtZTgwMzIxMjE0MzE@.jpg
3329,3329,3329,3329,Jay Duplass,Judy Greer,Evan Ross,Rae Dawn Chong,Comedy Drama,"jeff, who lives at home",6.2,https://m.media-amazon.com/images/M/MV5BMTgyNzQ0MjY5Ml5BMl5BanBnXkFtZTcwNDgyNzkyNw@@.jpg
3330,3330,3330,3330,Luca Guadagnino,Flavio Parenti,Waris Ahluwalia,Alba Rohrwacher,Drama Romance,i am love,,https://m.media-amazon.com/images/M/MV5BMjAwNjY5OTUxM15BMl5BanBnXkFtZTcwNjE3MTQxMw@@.jpg
3331,3331,3331,3331,John Putch,Robert Picardo,Diedrich Bader,Esai Morales,Drama Mystery Sci-Fi,atlas shrugged ii: the strike,5.4,https://m.media-amazon.com/images/M/MV5BMjMzNDAwMjA2MF5BMl5BanBnXkFtZTcwMDIyNjU0OA@@.jpg
3332,3332,3332,3332,Peter Medak,Gary Oldman,Michael Wincott,Lena Olin,Action Crime Drama Thriller,romeo is bleeding,6.1,https://m.media-amazon.com/images/M/MV5BNTY1OTA1ZDEtNzVmNi00MWEwLWJlYjItM2UyZDhmNmZiZDE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg
3333,3333,3333,3333,Steven Soderbergh,Peter Fonda,Lesley Ann Warren,William Lucking,Crime Drama Mystery Thriller,the limey,6.7,https://m.media-amazon.com/images/M/MV5BNzA1MzgyNzMtNWRiOC00MDY3LTlkYjQtZGZjMWU4NWEyZWVmXkEyXkFqcGdeQXVyNTc1NTQxODI@.jpg
3334,3334,3334,3334,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,Crime Drama Thriller,crash,7.3,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@.jpg
